Chrom,Location,SRR10901764.tmp,SRR10901775.tmp,SRR10901786.tmp,SRR10901806.tmp,SRR10901817.tmp,SRR10901829.tmp,SRR10901830.tmp,SRR10901831.tmp,SRR10901832.tmp,SRR10901833.tmp,SRR10901834.tmp,SRR10901835.tmp,SRR10901836.tmp,SRR10901837.tmp,SRR10901838.tmp,SRR10901839.tmp,SRR10901840.tmp,SRR10901842.tmp,SRR10901843.tmp,SRR10901845.tmp,SRR10901847.tmp,SRR10901848.tmp,SRR10901850.tmp,SRR10901851.tmp,SRR10901852.tmp,SRR10901853.tmp,SRR10901854.tmp,SRR10901855.tmp,SRR10901856.tmp,SRR10901857.tmp,SRR10901858.tmp,SRR10901859.tmp,SRR10901860.tmp,SRR10901861.tmp,SRR10901862.tmp,SRR10901863.tmp
chr5,29236714,16,14,9,11,0,0,13,1,10,12,16,20,2,5,19,19,8,5,17,12,18,0,16,13,5,33,7,37,14,18,2,9,8,22,19,12
chr5,31819559,24,14,9,6,0,1,5,1,6,18,15,19,0,6,20,18,7,4,16,15,11,0,8,15,6,25,8,31,15,14,0,10,14,17,18,13
chr5,31819726,2,3,2,2,0,0,3,0,4,0,0,1,0,2,2,3,0,0,0,1,0,0,3,1,1,2,7,2,0,0,0,1,0,2,2,4
chr5,31819734,10,5,7,6,0,2,7,2,18,7,12,13,1,3,8,13,5,2,7,2,12,0,7,6,9,9,4,15,12,11,1,13,10,12,13,13
chr5,31819748,8,5,5,7,0,2,6,3,11,3,10,11,0,3,5,12,3,2,7,2,14,0,8,7,4,8,3,14,8,8,0,13,10,9,10,10
chr5,31819755,8,5,5,7,0,2,6,3,11,3,9,11,0,3,4,12,3,2,7,2,14,0,8,7,4,8,3,15,8,8,0,13,10,9,10,10
chr5,31819756,6,6,6,7,0,1,5,3,7,2,5,5,0,2,4,9,3,0,3,4,9,0,3,8,5,7,3,12,2,8,0,13,8,6,11,7
chr5,31824291,6,6,6,7,0,1,5,4,7,2,5,5,0,2,4,9,3,0,3,4,9,0,3,8,5,7,3,12,2,8,0,12,8,6,11,7
chr5,31824308,6,6,6,7,0,1,5,4,7,2,5,5,0,2,4,10,3,0,3,4,9,0,3,8,5,7,3,12,2,8,0,12,8,6,11,7
chr5,22019809,7,7,6,7,0,0,4,4,8,2,3,5,0,3,4,10,3,0,5,5,10,0,4,8,5,7,3,13,1,8,0,13,10,6,11,6
chr5,22019816,7,7,6,7,0,0,4,4,8,2,4,5,0,3,5,10,3,0,5,5,10,0,4,9,5,7,3,12,1,8,0,13,10,6,12,6
chr5,31819745,6,4,6,3,0,0,3,2,3,3,1,4,0,2,4,11,2,0,4,3,11,0,3,9,6,7,2,7,1,9,0,6,9,8,9,6
chr5,31819758,10,6,8,6,0,0,5,2,12,4,3,5,0,3,7,13,3,0,4,7,11,0,5,11,6,12,5,8,2,11,0,7,10,12,11,7
chr5,256747,10,6,8,7,0,0,5,2,12,4,3,5,0,3,7,13,4,0,4,7,9,0,6,12,6,12,6,9,2,13,0,7,10,12,11,7
chr5,256798,10,6,8,7,0,0,5,2,12,4,3,5,0,3,7,13,4,0,4,7,9,0,6,12,6,12,6,9,2,13,0,7,11,12,11,7
chr5,29236736,7,7,6,3,0,0,6,0,2,4,1,1,0,1,4,7,1,0,5,2,4,0,2,5,2,6,3,5,1,7,0,3,5,5,6,6
chr5,29236925,7,8,6,3,0,0,6,1,2,4,1,1,0,1,4,7,1,0,5,2,4,0,2,5,2,7,3,5,1,7,0,2,5,5,6,6
chr5,13648683,10,11,8,4,0,0,7,1,4,4,2,2,0,1,4,9,2,0,8,2,5,0,6,5,2,8,5,8,3,8,0,3,6,7,6,6
chr5,29236896,9,9,9,5,0,0,5,1,3,2,1,3,0,1,3,10,2,0,7,2,6,0,7,7,4,8,4,7,2,7,0,5,6,7,7,5
chr5,29236903,9,7,9,5,0,0,5,0,3,2,1,3,0,1,3,10,1,0,7,2,7,0,7,7,4,7,3,7,2,7,0,5,6,7,8,5
chr5,29236904,8,7,9,5,0,0,5,0,3,2,1,3,0,1,3,10,1,0,7,2,7,0,7,7,4,7,3,7,2,7,0,5,6,7,8,5
chr5,31819737,6,6,9,5,0,0,4,0,2,2,0,2,0,1,3,8,1,0,5,0,6,0,4,7,5,6,3,7,0,7,0,4,5,6,8,6
chr5,13648687,6,6,9,4,0,0,4,0,2,2,0,2,0,1,3,8,1,0,5,0,6,0,4,7,5,6,3,7,0,7,0,4,5,5,8,6
chr6,3658006,6,5,9,4,0,0,4,0,2,2,0,2,0,1,3,8,1,0,5,0,6,0,4,8,5,6,3,7,0,7,0,4,5,5,8,6
chr6,3658014,7,6,7,6,0,2,5,0,4,4,3,1,0,1,4,7,1,0,5,1,9,0,3,6,4,7,2,7,2,11,0,5,6,5,10,6
chr6,3658016,8,7,9,5,0,0,5,0,3,2,1,3,0,1,3,10,1,0,7,2,7,0,6,7,4,7,3,7,2,7,0,5,6,7,8,5
chr6,3658021,6,4,7,4,0,0,4,1,8,3,2,4,0,2,5,11,2,0,4,5,10,0,4,11,7,8,4,8,2,11,0,6,10,10,9,7
chr6,3658028,7,4,7,4,0,0,4,1,8,3,3,4,0,2,5,11,2,0,4,5,10,0,4,11,7,8,4,8,2,11,0,6,10,10,8,7
chr6,3658030,11,6,8,6,0,0,5,2,12,4,3,5,0,3,7,13,3,0,4,7,10,0,5,11,6,12,5,8,2,11,0,7,10,12,11,7
chr6,3658044,9,9,9,5,0,0,7,1,3,2,1,3,0,1,3,10,2,0,7,2,6,0,7,7,4,8,4,7,2,7,0,5,6,7,7,5
chr6,3658051,68,63,53,53,0,9,23,20,80,49,57,47,3,31,53,80,36,53,45,56,42,0,45,76,46,58,44,57,31,39,3,61,63,65,70,28
chr6,3658065,66,61,55,51,0,9,23,20,80,44,55,46,2,31,48,77,34,54,44,55,40,0,42,76,44,55,45,56,30,36,3,57,61,65,68,28
chr6,3658070,63,61,54,52,0,9,23,18,79,44,56,47,2,30,48,77,33,54,44,53,40,0,42,74,44,54,43,56,29,36,3,57,61,64,66,28
chr6,3658079,17,16,10,12,0,0,12,1,10,12,17,20,2,4,20,18,9,5,15,15,16,0,13,15,5,30,7,37,13,17,2,10,8,19,20,12
chr6,3658084,18,17,8,9,0,0,9,0,10,13,17,21,2,3,21,18,6,6,15,15,17,0,13,13,4,26,7,38,17,16,1,8,9,17,22,11
chr6,3658170,16,15,7,10,0,0,8,0,11,13,18,20,2,2,21,17,6,6,14,16,15,0,12,13,3,26,8,39,17,15,1,8,9,17,23,10
chr6,3658182,9,5,9,7,0,3,6,2,20,8,16,15,1,3,10,17,7,4,7,3,13,0,7,6,10,12,6,16,13,11,1,12,10,14,17,17
chr6,3658184,21,11,10,6,0,1,5,1,5,18,16,20,0,5,19,19,6,5,15,13,12,0,8,14,6,26,8,31,14,14,0,8,13,16,17,12
chr6,3658203,7,7,6,7,0,0,4,4,8,2,4,5,0,3,5,10,3,0,5,5,10,0,4,9,5,7,3,12,1,8,0,13,10,6,12,6
chr6,3658205,10,6,9,7,0,0,6,2,13,4,3,5,0,3,7,13,4,1,4,8,11,0,7,12,4,15,7,11,2,13,0,6,9,14,11,8
chr6,3658210,6,8,5,6,0,1,4,0,5,8,4,7,0,2,7,6,5,1,4,3,7,0,11,10,4,10,2,20,1,14,0,9,13,15,5,9
chr6,3658219,6,8,5,6,0,1,4,0,5,8,5,7,0,2,7,7,5,1,4,3,7,0,11,10,4,11,2,20,1,14,0,9,13,15,5,9
chr6,3658224,4,7,2,3,0,0,4,0,5,2,5,4,0,4,10,4,4,0,7,6,4,0,10,5,3,8,3,12,1,5,0,8,7,16,5,6
chr6,3658366,4,7,2,3,0,0,3,0,5,2,5,4,0,4,10,4,4,0,6,5,4,0,10,5,3,8,3,12,1,5,0,7,7,15,5,6
chr6,3658373,4,8,2,3,0,0,3,0,5,3,5,4,0,4,11,3,5,0,6,5,6,0,10,5,4,9,3,12,1,5,0,7,7,15,5,7
chr6,3658454,4,8,2,3,0,0,3,0,5,3,5,4,0,4,12,3,6,0,6,5,6,0,10,5,4,9,3,12,1,5,0,7,7,15,5,7
chr6,3658463,16,15,7,10,0,0,8,0,11,13,18,20,2,2,21,17,6,6,14,15,15,0,12,13,3,26,8,39,17,14,1,7,9,17,23,10
chr6,3658518,20,9,11,8,0,1,10,3,14,6,17,12,0,3,7,7,5,6,3,5,11,0,9,11,6,16,5,11,3,3,1,10,6,8,22,8
chr6,3658540,16,8,10,8,0,1,6,3,14,7,14,15,0,2,8,12,4,7,3,5,12,0,9,12,10,15,5,14,5,3,1,11,4,8,19,7
chr6,3658543,16,8,10,8,0,1,6,3,14,7,13,14,0,2,7,12,4,7,3,5,12,0,9,12,10,15,5,14,5,3,1,11,5,8,19,6
chr6,3658673,17,8,10,8,0,1,6,3,14,7,13,14,0,2,7,12,4,7,3,5,12,0,9,12,11,15,5,14,5,3,1,11,5,8,19,6
chr6,3658697,0,1,5,2,0,0,1,1,1,1,0,0,0,1,1,0,2,3,1,3,2,0,0,3,0,0,0,1,0,2,0,4,1,2,2,3
chr6,3658710,0,1,5,2,0,0,1,1,1,1,0,0,0,1,1,0,2,3,1,3,2,0,0,3,0,0,0,1,0,2,0,4,1,2,2,3
chr6,3658711,2,4,5,2,0,2,2,0,5,5,7,6,0,3,2,7,3,2,5,4,5,0,5,5,4,4,1,7,0,2,0,8,4,6,7,7
chr6,3658739,2,3,5,2,0,2,2,0,5,5,7,6,0,3,2,7,3,2,4,4,5,0,4,5,4,5,1,7,0,2,0,8,4,6,7,7
chr6,3658753,2,3,5,2,0,2,2,0,5,5,7,6,0,3,2,7,3,2,4,4,5,0,4,5,4,5,1,7,0,2,0,8,4,6,7,7
chr6,3658766,5,3,6,2,0,2,2,0,5,5,7,6,0,2,2,8,3,2,4,4,5,0,4,6,5,7,0,7,0,2,0,7,5,8,7,7
chr6,3658801,5,3,6,2,0,1,2,0,6,4,6,4,0,3,2,8,2,3,3,4,5,0,4,6,4,5,0,8,0,3,0,6,4,7,7,7
chr6,3658829,5,2,10,4,0,1,2,0,9,1,7,5,0,2,4,9,4,1,3,5,5,0,4,7,6,8,0,11,0,5,0,6,5,7,5,7
chr6,3658861,5,2,9,4,0,1,2,0,9,1,7,5,0,2,4,10,4,1,3,4,5,0,4,7,6,8,0,11,0,6,0,6,7,7,5,6
chr6,3658002,5,2,9,4,0,1,2,0,9,1,7,5,0,2,4,10,5,1,3,4,5,0,4,7,6,8,0,11,0,6,0,6,7,7,5,6
chr6,3658007,5,2,9,4,0,1,1,0,9,1,7,5,0,2,4,10,5,1,3,4,5,0,4,7,6,8,0,11,0,6,0,6,7,7,5,6
chr6,3658049,5,2,11,4,0,1,1,0,11,1,8,5,0,2,4,10,5,1,3,4,5,0,3,7,5,9,0,11,0,5,0,5,7,7,5,6
chr6,3658093,137,127,122,142,0,18,92,55,178,127,167,104,8,109,138,126,59,105,142,115,122,0,134,142,137,144,131,154,98,156,8,110,126,129,154,96
chr6,3658107,138,126,123,141,0,18,91,54,176,125,169,102,8,105,135,125,58,105,144,114,119,0,129,139,136,142,130,155,100,156,8,107,126,127,155,96
chr6,3658112,136,126,120,141,0,18,91,53,174,123,165,101,8,103,135,121,57,105,139,114,117,0,127,137,136,139,128,156,101,157,8,108,123,129,155,96
chr6,3658212,137,127,123,142,0,18,89,53,174,126,172,102,8,103,139,125,59,106,142,113,117,0,129,139,132,142,126,157,103,159,8,112,122,126,157,98
chr6,3658359,142,128,124,144,0,18,91,53,175,129,172,104,8,102,138,124,59,106,143,114,121,0,130,140,134,145,126,161,105,161,8,116,126,127,158,99
chr6,3658370,136,125,120,140,0,17,86,52,182,121,170,97,8,102,137,113,63,106,143,118,126,0,123,131,130,153,127,166,103,153,7,113,131,139,155,101
chr6,3658515,141,125,120,141,0,17,86,53,182,122,173,97,8,103,138,112,64,108,144,120,128,0,124,133,131,155,128,169,102,155,7,112,134,140,155,102
chr6,3658529,9,6,8,6,0,0,3,2,10,11,11,12,0,4,21,16,11,0,12,6,14,6,9,6,3,8,10,14,2,11,0,7,12,11,12,10
chr6,3658534,6,4,6,5,0,0,1,2,9,10,11,11,0,4,18,11,10,0,9,6,13,5,9,4,2,7,8,12,4,10,0,7,11,9,8,11
chr6,3658541,7,3,5,6,0,0,0,2,5,11,10,10,0,4,15,9,7,0,8,6,10,3,8,5,2,5,7,11,3,10,0,7,7,9,8,9
chr6,3658696,7,2,4,6,0,0,0,2,5,11,10,8,0,4,16,9,8,0,8,5,10,3,6,5,2,5,6,9,4,10,0,7,6,8,10,9
chr6,3657993,11,4,3,4,0,0,0,2,5,12,12,7,0,5,15,10,7,0,7,5,11,4,7,5,5,6,5,12,5,7,0,5,6,6,8,7
chr6,3658098,8,6,5,5,0,0,1,1,5,10,11,5,1,4,12,13,6,0,8,6,13,4,6,5,6,7,4,14,6,3,0,9,7,6,7,6
chr6,3658301,8,6,5,5,0,0,1,1,5,9,9,5,1,4,12,13,6,0,8,6,11,4,6,5,6,8,4,13,6,3,0,9,8,6,7,6
chr6,3658354,8,5,6,5,0,0,2,1,6,9,8,7,1,2,9,15,6,1,10,3,11,3,9,6,8,7,2,12,7,1,0,10,8,7,6,5
chr6,3658378,2,7,8,5,0,0,2,3,9,10,8,5,2,2,7,16,4,2,10,3,8,5,11,6,10,10,2,9,4,5,0,9,11,11,9,3
chr6,3658531,2,5,6,5,0,0,2,3,9,9,9,5,1,2,7,15,4,2,10,3,8,4,10,5,9,8,2,8,4,5,0,8,11,9,9,3
chr6,3658542,9,5,5,2,0,1,4,1,9,6,5,10,0,2,5,10,8,1,3,1,5,7,7,4,10,5,4,8,1,9,0,9,10,11,5,9
chr6,3658680,4,3,14,2,0,0,0,2,11,11,9,12,0,8,15,10,3,0,8,2,4,3,3,0,0,9,1,10,2,9,0,1,2,7,9,4
chr6,3658315,3,3,13,1,0,0,0,2,11,10,8,11,0,9,15,9,3,1,8,2,3,3,2,0,1,6,0,9,2,9,0,1,3,7,7,5
chr6,3658331,5,4,13,1,0,0,2,1,11,11,8,12,0,9,15,12,3,2,10,4,4,4,3,1,1,7,0,10,2,7,0,2,3,8,7,5
chr6,3658371,19,14,26,17,0,2,6,3,22,13,22,23,0,6,11,31,10,16,15,14,32,22,23,17,13,45,15,40,10,22,0,34,24,23,25,20
chr6,3658869,19,13,27,17,0,2,6,3,21,13,22,24,0,6,11,30,10,15,14,13,29,21,22,18,12,46,15,39,11,23,0,32,25,24,25,19
chr6,3658058,19,16,25,17,0,2,7,3,21,13,23,22,0,6,12,29,10,15,14,15,31,22,22,18,12,44,14,38,10,23,0,31,26,24,26,19
chr6,3658174,19,15,25,17,0,2,7,3,20,13,23,22,0,6,13,29,10,15,14,15,31,22,23,18,12,43,14,38,10,23,0,31,25,24,26,19
chr6,3658191,19,15,25,17,0,2,7,3,20,13,23,24,0,6,13,28,10,15,14,15,32,22,23,18,12,43,14,39,11,23,0,31,26,25,26,20
chr6,3658477,16,13,17,12,0,3,8,5,24,19,13,17,0,6,21,28,7,16,12,9,20,19,18,16,13,22,10,19,14,20,1,13,17,21,20,14
chr6,32388500,2,5,6,5,0,0,2,3,9,10,6,5,1,2,7,15,5,2,10,3,8,4,10,5,9,8,2,8,4,5,0,7,11,8,8,3
chr6,32388516,9,5,5,2,0,1,4,1,9,6,5,10,0,2,5,10,8,1,3,1,5,7,7,4,10,5,4,9,1,9,0,8,10,11,5,9
chr6,32388517,3,1,13,1,0,0,2,3,13,13,12,10,0,8,10,14,2,1,6,4,9,9,10,3,0,15,2,8,8,7,0,7,3,10,9,9
chr6,3658380,2,5,6,5,0,0,2,3,9,10,6,5,1,2,7,15,4,2,10,3,8,4,10,5,9,8,2,8,4,5,0,7,11,9,9,3
chr6,3658456,6,1,10,5,0,1,3,0,14,13,14,10,0,2,12,13,3,2,6,5,10,11,13,8,0,6,4,2,10,9,0,2,7,5,10,10
chr6,3658467,3,1,10,7,0,1,3,0,14,14,15,10,0,4,11,16,4,4,5,7,9,11,12,9,0,9,7,5,10,9,0,6,9,9,10,11
chr6,3658352,4,1,8,6,0,1,4,0,13,16,13,12,0,3,9,17,4,2,5,7,9,10,10,10,1,7,7,7,10,5,0,9,10,11,10,15
chr7,1218307,4,1,9,6,0,1,4,0,13,16,12,12,0,3,9,16,4,2,5,7,9,10,9,11,1,8,7,7,10,5,0,10,10,11,11,15
chr7,1218308,3,1,8,6,0,1,4,0,14,14,14,12,0,3,10,17,4,2,4,7,10,9,9,10,0,8,7,7,10,6,0,7,10,10,9,14
chr7,1218314,2,1,13,1,0,0,4,3,13,13,12,9,0,8,11,13,2,1,6,4,8,9,11,3,0,15,2,9,9,7,0,8,3,11,9,10
chr7,1218333,7,2,4,6,0,0,0,2,5,11,10,7,0,4,16,9,7,0,9,5,10,3,7,5,3,5,6,9,5,10,0,7,6,8,9,9
chr7,1218424,9,5,5,2,0,1,4,1,11,6,5,10,0,2,5,10,8,1,3,2,5,7,7,4,10,5,5,9,1,9,0,8,10,11,5,8
chr7,1218436,9,5,5,2,0,1,4,1,9,6,5,11,0,2,6,10,9,1,3,2,5,7,7,4,10,5,5,8,1,9,0,8,10,11,5,8
chr7,1218445,9,5,7,1,0,0,3,0,4,4,12,7,0,0,8,7,1,1,9,2,10,5,3,8,4,5,3,8,0,6,0,6,7,8,8,2
chr7,32786406,7,2,5,1,0,0,3,0,3,3,10,6,0,0,9,6,1,1,7,2,9,3,2,5,3,4,3,4,0,5,0,3,3,7,7,1
chr7,32786428,7,2,5,1,0,0,3,0,3,3,10,6,0,0,9,6,1,1,7,2,9,2,2,4,3,4,3,4,0,5,0,3,3,7,7,1
chr7,32786417,2,2,1,0,0,0,0,1,1,2,1,0,0,0,1,5,1,0,2,0,1,2,0,2,1,0,0,2,1,0,1,2,0,1,2,1
chr7,1218283,3,4,13,4,0,2,1,2,15,9,11,11,0,10,16,11,5,1,7,2,6,5,6,0,1,11,1,7,4,12,0,3,5,11,10,4
chr7,1218467,19,14,26,17,0,2,6,3,22,13,22,23,0,6,11,31,10,16,15,14,31,22,22,17,13,45,15,40,10,22,0,35,24,23,25,20
chr7,1218377,19,10,17,14,0,5,6,1,16,19,23,14,0,8,15,19,13,19,16,10,23,23,19,21,14,31,16,26,8,21,0,21,18,20,33,12
chr7,1218299,17,10,16,14,0,5,7,1,17,19,20,12,0,8,17,20,12,19,16,10,23,22,19,20,13,32,14,25,7,21,0,22,18,20,33,11
chr8,11657041,18,10,16,12,0,5,7,2,17,17,19,11,0,6,16,19,12,19,15,10,25,20,22,19,14,32,14,25,8,21,0,22,18,19,32,11
chr8,11657047,17,9,16,12,0,6,8,2,17,17,19,11,0,6,16,19,12,19,15,11,25,21,20,19,13,31,14,24,8,24,0,23,17,20,32,12
chr8,11657062,17,9,17,12,0,6,8,2,17,17,19,11,0,6,15,19,12,19,15,11,25,21,20,19,13,31,15,24,8,24,0,23,17,20,32,12
chr9,30052396,22,29,27,29,0,3,10,6,29,29,27,30,1,10,26,40,12,27,26,24,25,25,25,29,23,59,22,53,16,27,1,37,35,36,46,21
chr9,30052413,23,30,31,29,0,3,10,7,29,30,28,30,1,11,26,42,12,26,26,24,25,25,26,27,23,59,22,53,17,27,1,40,36,38,47,22
chr9,30052414,4,1,1,0,0,0,2,1,3,3,3,1,0,3,1,7,4,0,6,0,4,6,1,0,1,3,2,5,1,2,1,4,1,2,4,4
chr9,30052415,4,1,1,0,0,0,2,1,3,4,6,1,0,4,2,7,3,0,6,0,5,6,2,0,1,3,2,5,0,2,1,4,1,2,4,4
chr9,3412481,18,10,17,12,0,5,7,2,17,17,19,11,0,6,16,20,12,19,15,10,25,21,22,19,14,32,14,25,6,21,0,22,18,19,33,11
chr9,3412485,17,9,17,12,0,6,8,2,17,17,19,11,0,6,15,19,12,19,15,11,25,21,19,19,13,31,15,24,8,24,0,23,17,20,32,13
chr9,30052091,2,6,8,5,0,0,3,3,8,10,8,5,2,2,8,16,4,2,10,3,8,5,12,7,10,10,2,10,6,5,0,10,11,11,9,3
chr9,30052095,2,3,3,4,0,0,1,3,6,7,5,2,1,0,5,5,4,1,5,1,3,3,4,2,6,2,1,5,3,4,0,3,5,5,7,2
chr9,30052096,4,3,13,2,0,1,0,2,13,10,10,12,0,8,16,10,4,0,7,2,5,3,4,0,0,10,1,10,2,11,0,1,3,7,10,5
chr9,30052102,0,5,9,1,0,0,5,1,6,7,8,8,0,7,10,13,2,1,5,3,5,6,11,1,1,10,3,10,5,3,0,6,1,10,10,7
chr9,30052109,12,8,8,2,0,0,3,0,4,4,14,9,0,0,9,10,1,1,10,2,10,5,3,9,5,8,4,8,0,6,0,8,10,9,10,2
chr9,30052164,2,3,10,2,0,0,5,3,8,7,12,7,0,6,10,14,2,1,5,2,7,8,9,2,1,13,2,8,6,3,0,7,2,12,10,8
chr9,30052167,2,4,8,2,0,0,4,3,7,7,10,7,0,7,10,13,2,1,5,2,7,7,10,2,1,13,2,8,6,3,0,5,2,11,10,8
chr9,30052168,2,4,8,2,0,0,4,3,7,7,9,8,0,7,10,13,2,1,5,2,7,7,10,2,1,13,2,8,6,3,0,5,2,11,10,8
chr9,30052169,18,10,17,13,0,5,7,1,17,19,19,11,0,8,16,20,11,19,16,10,24,22,20,20,14,32,14,25,7,21,0,22,18,19,34,11
chr9,30052178,8,5,7,1,0,0,3,0,4,4,12,7,0,0,8,7,1,1,9,2,10,5,3,9,4,5,3,8,0,6,0,6,7,8,9,2
